['x', 'y', 'a', 'b']
[2121, 1163, 2272.5, 1313]
[2272.5, 1163, 2424, 1313]
[2272, 1162, 2423.5, 1313]
[2423.5, 1162, 2575, 1313]
[2423, 1162, 2574.5, 1313]
[2574.5, 1162, 2726, 1313]
[2574, 1162, 2725.5, 1313]
[2725.5, 1162, 2877, 1313]
[2725, 1162, 2876.5, 1313]
[2876.5, 1162, 3028, 1313]
[2876, 1162, 3027.5, 1313]
[3027.5, 1162, 3179, 1313]
[3027, 1162, 3178.5, 1313]
[3178.5, 1162, 3330, 1313]
[3178, 1162, 3329.5, 1313]
[3329.5, 1162, 3481, 1313]
