['x', 'y', 'a', 'b']
[309, 224, 460.5, 374]
[460.5, 224, 612, 374]
[460, 224, 611.5, 374]
[611.5, 224, 763, 374]
[611, 224, 762.5, 374]
[762.5, 224, 914, 374]
[762, 223, 913.5, 374]
[913.5, 223, 1065, 374]
[913, 223, 1064.5, 374]
[1064.5, 223, 1216, 374]
[1064, 224, 1215.5, 374]
[1215.5, 224, 1367, 374]
[1215, 223, 1366.5, 375]
[1366.5, 223, 1518, 375]
[1366, 223, 1517.5, 375]
[1517.5, 223, 1669, 375]
[1517, 223, 1668.5, 373]
[1668.5, 223, 1820, 373]
[1668, 223, 1819.5, 372]
[1819.5, 223, 1971, 372]
[1819, 222, 1970.5, 372]
[1970.5, 222, 2122, 372]
[1970, 222, 2121.5, 372]
[2121.5, 222, 2273, 372]
[2121, 222, 2272.5, 372]
[2272.5, 222, 2424, 372]
[2272, 222, 2423.5, 372]
[2423.5, 222, 2575, 372]
[2423, 221, 2574.5, 372]
[2574.5, 221, 2726, 372]
[2574, 221, 2725.5, 371]
[2725.5, 221, 2877, 371]
[2725, 221, 2876.5, 372]
[2876.5, 221, 3028, 372]
[2876, 221, 3027.5, 372]
[3027.5, 221, 3179, 372]
[3027, 221, 3178.5, 371]
[3178.5, 221, 3330, 371]
[3178, 222, 3329.5, 371]
[3329.5, 222, 3481, 371]
[309, 458, 460.5, 610]
[460.5, 458, 612, 610]
[460, 458, 611.5, 610]
[611.5, 458, 763, 610]
[611, 458, 762.5, 609]
[762.5, 458, 914, 609]
[762, 458, 913.5, 609]
[913.5, 458, 1065, 609]
[913, 458, 1064.5, 609]
[1064.5, 458, 1216, 609]
[1064, 457, 1215.5, 609]
[1215.5, 457, 1367, 609]
[1215, 457, 1366.5, 609]
[1366.5, 457, 1518, 609]
[1366, 457, 1517.5, 609]
[1517.5, 457, 1669, 609]
[1517, 457, 1668.5, 608]
[1668.5, 457, 1820, 608]
[1668, 457, 1819.5, 608]
[1819.5, 457, 1971, 608]
[1819, 456, 1970.5, 608]
[1970.5, 456, 2122, 608]
[1970, 456, 2121.5, 608]
[2121.5, 456, 2273, 608]
[2121, 456, 2272.5, 607]
[2272.5, 456, 2424, 607]
[2272, 456, 2423.5, 607]
[2423.5, 456, 2575, 607]
[2423, 456, 2574.5, 607]
[2574.5, 456, 2726, 607]
[2574, 456, 2725.5, 607]
[2725.5, 456, 2877, 607]
[2725, 456, 2876.5, 607]
[2876.5, 456, 3028, 607]
[2876, 456, 3027.5, 607]
[3027.5, 456, 3179, 607]
[3027, 456, 3178.5, 607]
[3178.5, 456, 3330, 607]
[3178, 456, 3329.5, 607]
[3329.5, 456, 3481, 607]
[309, 694, 460.5, 846]
[460.5, 694, 612, 846]
[460, 694, 611.5, 846]
[611.5, 694, 763, 846]
[611, 694, 762.5, 846]
[762.5, 694, 914, 846]
[762, 694, 913.5, 846]
[913.5, 694, 1065, 846]
[913, 694, 1064.5, 846]
[1064.5, 694, 1216, 846]
[1064, 693, 1215.5, 845]
[1215.5, 693, 1367, 845]
[1215, 693, 1366.5, 845]
[1366.5, 693, 1518, 845]
[1366, 693, 1517.5, 845]
[1517.5, 693, 1669, 845]
[1517, 693, 1668.5, 845]
[1668.5, 693, 1820, 845]
[1668, 693, 1819.5, 845]
[1819.5, 693, 1971, 845]
[1819, 692, 1970.5, 845]
[1970.5, 692, 2122, 845]
[1970, 692, 2121.5, 844]
[2121.5, 692, 2273, 844]
[2121, 692, 2272.5, 844]
[2272.5, 692, 2424, 844]
[2272, 692, 2423.5, 844]
[2423.5, 692, 2575, 844]
[2423, 692, 2574.5, 844]
[2574.5, 692, 2726, 844]
[2574, 692, 2725.5, 844]
[2725.5, 692, 2877, 844]
[2725, 692, 2876.5, 844]
[2876.5, 692, 3028, 844]
[2876, 692, 3027.5, 844]
[3027.5, 692, 3179, 844]
[3027, 692, 3178.5, 844]
[3178.5, 692, 3330, 844]
[3178, 692, 3329.5, 843]
[3329.5, 692, 3481, 843]
[309, 930, 460.5, 1080]
[460.5, 930, 612, 1080]
[460, 930, 611.5, 1080]
[611.5, 930, 763, 1080]
[611, 930, 762.5, 1080]
[762.5, 930, 914, 1080]
[762, 930, 913.5, 1080]
[913.5, 930, 1065, 1080]
[913, 930, 1064.5, 1080]
[1064.5, 930, 1216, 1080]
[1064, 930, 1215.5, 1080]
[1215.5, 930, 1367, 1080]
[1215, 930, 1366.5, 1080]
[1366.5, 930, 1518, 1080]
[1366, 929, 1517.5, 1080]
[1517.5, 929, 1669, 1080]
[1517, 929, 1668.5, 1079]
[1668.5, 929, 1820, 1079]
[1668, 929, 1819.5, 1079]
[1819.5, 929, 1971, 1079]
[1819, 929, 1970.5, 1079]
[1970.5, 929, 2122, 1079]
[1970, 929, 2121.5, 1079]
[2121.5, 929, 2273, 1079]
[2121, 929, 2272.5, 1079]
[2272.5, 929, 2424, 1079]
[2272, 929, 2423.5, 1078]
[2423.5, 929, 2575, 1078]
[2423, 929, 2574.5, 1078]
[2574.5, 929, 2726, 1078]
[2574, 929, 2725.5, 1078]
[2725.5, 929, 2877, 1078]
[2725, 928, 2876.5, 1078]
[2876.5, 928, 3028, 1078]
[2876, 928, 3027.5, 1078]
[3027.5, 928, 3179, 1078]
[3027, 928, 3178.5, 1078]
[3178.5, 928, 3330, 1078]
[3178, 928, 3329.5, 1078]
[3329.5, 928, 3481, 1078]
[309, 1164, 460.5, 1316]
[460.5, 1164, 612, 1316]
[460, 1164, 611.5, 1316]
[611.5, 1164, 763, 1316]
[611, 1164, 762.5, 1315]
[762.5, 1164, 914, 1315]
[762, 1164, 913.5, 1315]
[913.5, 1164, 1065, 1315]
[913, 1164, 1064.5, 1315]
[1064.5, 1164, 1216, 1315]
[1064, 1164, 1215.5, 1315]
[1215.5, 1164, 1367, 1315]
[1215, 1164, 1366.5, 1314]
[1366.5, 1164, 1518, 1314]
[1366, 1163, 1517.5, 1314]
[1517.5, 1163, 1669, 1314]
[1517, 1163, 1668.5, 1314]
[1668.5, 1163, 1820, 1314]
[1668, 1163, 1819.5, 1314]
[1819.5, 1163, 1971, 1314]
[1819, 1163, 1970.5, 1314]
[1970.5, 1163, 2122, 1314]
[1970, 1163, 2121.5, 1314]
[2121.5, 1163, 2273, 1314]
