['x', 'y', 'a', 'b']
[2459, 1178, 2623.5, 1329]
[2623.5, 1178, 2788, 1329]
[2623, 1178, 2787.5, 1330]
[2787.5, 1178, 2952, 1330]
[2787, 1179, 2951.5, 1331]
[2951.5, 1179, 3116, 1331]
[2951, 1179, 3115.5, 1331]
[3115.5, 1179, 3280, 1331]
[3115, 1180, 3279.5, 1332]
[3279.5, 1180, 3444, 1332]
[3279, 1181, 3443.5, 1332]
[3443.5, 1181, 3608, 1332]
[327, 1405, 491.5, 1557]
[491.5, 1405, 656, 1557]
[491, 1406, 655.5, 1558]
[655.5, 1406, 820, 1558]
[655, 1406, 819.5, 1558]
[819.5, 1406, 984, 1558]
[819, 1407, 983.5, 1559]
[983.5, 1407, 1148, 1559]
[983, 1408, 1147.5, 1559]
[1147.5, 1408, 1312, 1559]
[1147, 1408, 1311.5, 1560]
[1311.5, 1408, 1476, 1560]
[1311, 1409, 1475.5, 1560]
[1475.5, 1409, 1640, 1560]
[1475, 1409, 1639.5, 1561]
[1639.5, 1409, 1804, 1561]
[1639, 1410, 1803.5, 1561]
[1803.5, 1410, 1968, 1561]
[1803, 1410, 1967.5, 1562]
[1967.5, 1410, 2132, 1562]
[1967, 1410, 2131.5, 1562]
[2131.5, 1410, 2296, 1562]
[2131, 1411, 2295.5, 1563]
[2295.5, 1411, 2460, 1563]
[2295, 1412, 2459.5, 1564]
[2459.5, 1412, 2624, 1564]
[2459, 1412, 2623.5, 1564]
[2623.5, 1412, 2788, 1564]
[2623, 1413, 2787.5, 1565]
[2787.5, 1413, 2952, 1565]
[2787, 1414, 2951.5, 1566]
[2951.5, 1414, 3116, 1566]
[2951, 1414, 3115.5, 1566]
[3115.5, 1414, 3280, 1566]
[3115, 1415, 3279.5, 1567]
[3279.5, 1415, 3444, 1567]
[3279, 1416, 3443.5, 1567]
[3443.5, 1416, 3608, 1567]
[327, 1640, 491.5, 1791]
[491.5, 1640, 656, 1791]
[491, 1640, 655.5, 1792]
[655.5, 1640, 820, 1792]
[655, 1641, 819.5, 1792]
[819.5, 1641, 984, 1792]
[819, 1642, 983.5, 1793]
[983.5, 1642, 1148, 1793]
[983, 1642, 1147.5, 1793]
[1147.5, 1642, 1312, 1793]
[1147, 1643, 1311.5, 1794]
[1311.5, 1643, 1476, 1794]
[1311, 1643, 1475.5, 1795]
[1475.5, 1643, 1640, 1795]
[1475, 1644, 1639.5, 1795]
[1639.5, 1644, 1804, 1795]
[1639, 1645, 1803.5, 1796]
[1803.5, 1645, 1968, 1796]
[1803, 1645, 1967.5, 1796]
[1967.5, 1645, 2132, 1796]
[1967, 1646, 2131.5, 1797]
[2131.5, 1646, 2296, 1797]
[2131, 1646, 2295.5, 1797]
[2295.5, 1646, 2460, 1797]
[2295, 1646, 2459.5, 1798]
[2459.5, 1646, 2624, 1798]
[2459, 1647, 2623.5, 1799]
[2623.5, 1647, 2788, 1799]
[2623, 1648, 2787.5, 1799]
[2787.5, 1648, 2952, 1799]
[2787, 1649, 2951.5, 1800]
[2951.5, 1649, 3116, 1800]
[2951, 1649, 3115.5, 1801]
[3115.5, 1649, 3280, 1801]
[3115, 1650, 3279.5, 1801]
[3279.5, 1650, 3444, 1801]
[3279, 1651, 3443.5, 1801]
[3443.5, 1651, 3608, 1801]
