['x', 'y', 'a', 'b']
[201, 252, 368.5, 403]
[368.5, 252, 536, 403]
[368, 252, 535.5, 403]
[535.5, 252, 703, 403]
[535, 252, 702.5, 406]
[702.5, 252, 870, 406]
[702, 256, 869.5, 408]
[869.5, 256, 1037, 408]
[869, 257, 1036.5, 409]
[1036.5, 257, 1204, 409]
[1036, 259, 1203.5, 409]
[1203.5, 259, 1371, 409]
[1203, 259, 1370.5, 409]
[1370.5, 259, 1538, 409]
[1370, 261, 1537.5, 413]
[1537.5, 261, 1705, 413]
[1537, 262, 1704.5, 418]
[1704.5, 262, 1872, 418]
[1704, 267, 1871.5, 419]
[1871.5, 267, 2039, 419]
[1871, 269, 2038.5, 421]
[2038.5, 269, 2206, 421]
[2038, 271, 2205.5, 421]
[2205.5, 271, 2373, 421]
[2205, 272, 2372.5, 421]
[2372.5, 272, 2540, 421]
[2372, 272, 2539.5, 421]
[2539.5, 272, 2707, 421]
[2539, 276, 2706.5, 424]
[2706.5, 276, 2874, 424]
[2706, 279, 2873.5, 429]
[2873.5, 279, 3041, 429]
[2873, 282, 3040.5, 433]
[3040.5, 282, 3208, 433]
[3040, 288, 3207.5, 436]
[3207.5, 288, 3375, 436]
[3207, 291, 3374.5, 436]
[3374.5, 291, 3542, 436]
[201, 483, 368.5, 637]
[368.5, 483, 536, 637]
[368, 483, 535.5, 637]
[535.5, 483, 703, 637]
[535, 485, 702.5, 638]
[702.5, 485, 870, 638]
[702, 487, 869.5, 640]
[869.5, 487, 1037, 640]
[869, 490, 1036.5, 640]
[1036.5, 490, 1204, 640]
[1036, 490, 1203.5, 640]
[1203.5, 490, 1371, 640]
[1203, 490, 1370.5, 640]
[1370.5, 490, 1538, 640]
[1370, 490, 1537.5, 642]
[1537.5, 490, 1705, 642]
[1537, 492, 1704.5, 643]
[1704.5, 492, 1872, 643]
[1704, 492, 1871.5, 645]
[1871.5, 492, 2039, 645]
[1871, 495, 2038.5, 647]
[2038.5, 495, 2206, 647]
[2038, 498, 2205.5, 648]
[2205.5, 498, 2373, 648]
[2205, 502, 2372.5, 650]
[2372.5, 502, 2540, 650]
[2372, 502, 2539.5, 650]
[2539.5, 502, 2707, 650]
[2539, 502, 2706.5, 650]
[2706.5, 502, 2874, 650]
[2706, 502, 2873.5, 650]
[2873.5, 502, 3041, 650]
[2873, 502, 3040.5, 652]
[3040.5, 502, 3208, 652]
