['x', 'y', 'a', 'b']
[809, 222, 1125, 399]
[967, 222, 1283, 397]
[1125, 222, 1441, 397]
[1283, 222, 1599, 397]
[1441, 220, 1757, 397]
[1599, 218, 1915, 397]
[1757, 217, 2073, 395]
[1915, 215, 2231, 394]
[2073, 211, 2389, 392]
[2231, 209, 2547, 390]
[2389, 209, 2705, 388]
[2547, 209, 2863, 388]
[2705, 211, 3021, 394]
[2863, 213, 3179, 401]
[3021, 220, 3337, 415]
[3179, 229, 3495, 427]
[3337, 245, 3653, 427]
[809, 454, 1125, 630]
[967, 454, 1283, 630]
[1125, 453, 1441, 630]
[1283, 453, 1599, 628]
[1441, 451, 1757, 628]
[1599, 451, 1915, 626]
[1757, 447, 2073, 626]
[1915, 445, 2231, 624]
[2073, 445, 2389, 624]
[2231, 444, 2547, 623]
[2389, 444, 2705, 623]
[2547, 444, 2863, 624]
[2705, 445, 3021, 626]
[2863, 447, 3179, 631]
[3021, 451, 3337, 640]
[3179, 458, 3495, 647]
[3337, 468, 3653, 647]
[809, 683, 1125, 859]
[967, 683, 1283, 859]
[1125, 683, 1441, 859]
[1283, 683, 1599, 859]
[1441, 682, 1757, 859]
[1599, 682, 1915, 859]
[1757, 682, 2073, 859]
[1915, 680, 2231, 859]
[2073, 680, 2389, 859]
[2231, 680, 2547, 859]
[2389, 680, 2705, 859]
[2547, 682, 2863, 860]
[2705, 682, 3021, 862]
[2863, 682, 3179, 862]
[3021, 683, 3337, 866]
[3179, 687, 3495, 867]
[3337, 694, 3653, 867]
[809, 910, 1125, 1086]
[967, 912, 1283, 1086]
[1125, 912, 1441, 1087]
[1283, 912, 1599, 1089]
[1441, 914, 1757, 1089]
[1599, 914, 1915, 1091]
[1757, 916, 2073, 1091]
[1915, 916, 2231, 1093]
[2073, 916, 2389, 1095]
[2231, 916, 2547, 1095]
[2389, 918, 2705, 1095]
[2547, 918, 2863, 1095]
[2705, 918, 3021, 1095]
[2863, 918, 3179, 1095]
[3021, 918, 3337, 1095]
[3179, 918, 3495, 1091]
[3337, 918, 3653, 1087]
[809, 1138, 1125, 1315]
[967, 1138, 1283, 1316]
[1125, 1139, 1441, 1318]
[1283, 1141, 1599, 1322]
[1441, 1143, 1757, 1323]
[1599, 1145, 1915, 1325]
[1757, 1146, 2073, 1327]
[1915, 1148, 2231, 1329]
[2073, 1150, 2389, 1331]
[2231, 1152, 2547, 1332]
[2389, 1152, 2705, 1332]
[2547, 1152, 2863, 1332]
[2705, 1152, 3021, 1332]
[2863, 1146, 3179, 1331]
[3021, 1141, 3337, 1327]
[3179, 1138, 3495, 1322]
[3337, 1138, 3653, 1313]
