['x', 'y', 'a', 'b']
[343, 223, 621, 401]
[482, 223, 760, 398]
[621, 225, 899, 398]
[760, 226, 1038, 399]
[899, 228, 1177, 399]
[1038, 229, 1316, 402]
[1177, 231, 1455, 403]
[1316, 232, 1594, 405]
[1455, 233, 1733, 406]
[1594, 235, 1872, 408]
[1733, 235, 2011, 409]
[1872, 236, 2150, 411]
[2011, 238, 2289, 413]
[2150, 241, 2428, 415]
[2289, 243, 2567, 418]
[2428, 245, 2706, 421]
[2567, 248, 2845, 422]
[2706, 252, 2984, 423]
[2845, 255, 3123, 425]
[2984, 255, 3262, 425]
[3123, 255, 3401, 425]
[3262, 255, 3540, 426]
[343, 453, 621, 628]
[482, 453, 760, 628]
[621, 453, 899, 630]
[760, 454, 1038, 630]
[899, 456, 1177, 631]
[1038, 457, 1316, 633]
[1177, 458, 1455, 634]
[1316, 460, 1594, 634]
[1455, 461, 1733, 634]
[1594, 463, 1872, 637]
[1733, 463, 2011, 637]
[1872, 464, 2150, 637]
[2011, 464, 2289, 638]
[2150, 467, 2428, 638]
[2289, 468, 2567, 640]
[2428, 468, 2706, 641]
[2567, 471, 2845, 643]
[2706, 471, 2984, 643]
[2845, 471, 3123, 643]
[2984, 473, 3262, 643]
[3123, 473, 3401, 644]
[3262, 475, 3540, 645]
[343, 683, 621, 859]
[482, 683, 760, 860]
[621, 683, 899, 860]
[760, 685, 1038, 860]
[899, 685, 1177, 860]
[1038, 685, 1316, 860]
[1177, 686, 1455, 860]
[1316, 686, 1594, 860]
[1455, 688, 1733, 860]
[1594, 688, 1872, 860]
[1733, 688, 2011, 860]
[1872, 689, 2150, 862]
[2011, 689, 2289, 862]
[2150, 689, 2428, 862]
[2289, 690, 2567, 862]
[2428, 690, 2706, 862]
[2567, 690, 2845, 862]
[2706, 690, 2984, 862]
[2845, 692, 3123, 863]
[2984, 692, 3262, 863]
[3123, 692, 3401, 863]
[3262, 693, 3540, 863]
[343, 913, 621, 1090]
[482, 914, 760, 1090]
[621, 915, 899, 1090]
[760, 917, 1038, 1090]
[899, 917, 1177, 1090]
[1038, 917, 1316, 1090]
[1177, 917, 1455, 1088]
[1316, 917, 1594, 1088]
[1455, 915, 1733, 1088]
[1594, 915, 1872, 1087]
[1733, 915, 2011, 1087]
[1872, 915, 2150, 1085]
[2011, 915, 2289, 1085]
[2150, 915, 2428, 1085]
[2289, 915, 2567, 1084]
[2428, 915, 2706, 1084]
[2567, 915, 2845, 1084]
[2706, 915, 2984, 1084]
[2845, 914, 3123, 1084]
[2984, 914, 3262, 1083]
[3123, 914, 3401, 1083]
[3262, 914, 3540, 1083]
[343, 1138, 621, 1319]
[482, 1140, 760, 1320]
[621, 1139, 899, 1320]
[760, 1139, 1038, 1319]
[899, 1138, 1177, 1318]
[1038, 1138, 1316, 1316]
[1177, 1136, 1455, 1313]
[1316, 1136, 1594, 1310]
[1455, 1136, 1733, 1310]
[1594, 1135, 1872, 1310]
[1733, 1135, 2011, 1309]
[1872, 1133, 2150, 1309]
[2011, 1133, 2289, 1308]
[2150, 1133, 2428, 1308]
[2289, 1132, 2567, 1306]
[2428, 1132, 2706, 1306]
[2567, 1132, 2845, 1305]
[2706, 1132, 2984, 1305]
[2845, 1130, 3123, 1303]
[2984, 1130, 3262, 1303]
[3123, 1130, 3401, 1303]
[3262, 1132, 3540, 1303]
