['x', 'y', 'a', 'b']
[588, 189, 802, 373]
[695, 187, 909, 373]
[802, 187, 1016, 375]
[909, 187, 1123, 375]
[1016, 186, 1230, 372]
[1123, 186, 1337, 373]
[1230, 186, 1444, 373]
[1337, 186, 1551, 373]
[1444, 184, 1658, 372]
[1551, 184, 1765, 372]
[1658, 182, 1872, 372]
[1765, 182, 1979, 370]
[1872, 180, 2086, 370]
[1979, 179, 2193, 368]
[2086, 179, 2300, 366]
[2193, 177, 2407, 366]
[2300, 177, 2514, 365]
[2407, 177, 2621, 363]
[2514, 177, 2728, 365]
[2621, 177, 2835, 366]
[2728, 180, 2942, 368]
[2835, 182, 3049, 373]
[2942, 186, 3156, 377]
[3049, 189, 3263, 384]
[3156, 194, 3370, 394]
[3263, 203, 3477, 405]
[3370, 215, 3584, 405]
[588, 438, 802, 624]
[695, 438, 909, 624]
[802, 438, 1016, 624]
[909, 438, 1123, 624]
[1016, 438, 1230, 625]
[1123, 438, 1337, 625]
[1230, 438, 1444, 624]
[1337, 438, 1551, 624]
[1444, 438, 1658, 624]
[1551, 436, 1765, 624]
[1658, 434, 1872, 624]
[1765, 434, 1979, 622]
[1872, 434, 2086, 620]
[1979, 432, 2193, 620]
[2086, 432, 2300, 620]
[2193, 431, 2407, 618]
[2300, 431, 2514, 618]
[2407, 431, 2621, 618]
[2514, 431, 2728, 618]
[2621, 431, 2835, 620]
[2728, 431, 2942, 622]
[2835, 434, 3049, 624]
[2942, 436, 3156, 627]
[3049, 439, 3263, 631]
[3156, 443, 3370, 636]
[3263, 448, 3477, 643]
[3370, 455, 3584, 643]
[588, 688, 802, 872]
[695, 688, 909, 872]
[802, 688, 1016, 872]
[909, 688, 1123, 872]
[1016, 688, 1230, 872]
[1123, 688, 1337, 872]
[1230, 688, 1444, 874]
[1337, 688, 1551, 874]
[1444, 688, 1658, 874]
[1551, 688, 1765, 874]
[1658, 686, 1872, 874]
[1765, 686, 1979, 876]
[1872, 686, 2086, 876]
[1979, 686, 2193, 876]
[2086, 686, 2300, 876]
[2193, 686, 2407, 876]
[2300, 686, 2514, 876]
[2407, 686, 2621, 874]
[2514, 686, 2728, 874]
[2621, 686, 2835, 876]
[2728, 686, 2942, 876]
[2835, 688, 3049, 876]
[2942, 690, 3156, 878]
[3049, 690, 3263, 879]
[3156, 693, 3370, 881]
[3263, 695, 3477, 881]
[3370, 699, 3584, 881]
[588, 935, 802, 1117]
[695, 935, 909, 1117]
[802, 935, 1016, 1117]
[909, 935, 1123, 1119]
[1016, 937, 1230, 1121]
[1123, 937, 1337, 1121]
[1230, 938, 1444, 1123]
[1337, 938, 1551, 1123]
[1444, 940, 1658, 1123]
[1551, 940, 1765, 1124]
[1658, 940, 1872, 1126]
[1765, 940, 1979, 1128]
[1872, 940, 2086, 1128]
[1979, 940, 2193, 1128]
[2086, 942, 2300, 1130]
[2193, 942, 2407, 1130]
[2300, 942, 2514, 1131]
[2407, 944, 2621, 1131]
[2514, 944, 2728, 1131]
[2621, 944, 2835, 1131]
[2728, 944, 2942, 1130]
[2835, 944, 3049, 1131]
[2942, 944, 3156, 1131]
[3049, 944, 3263, 1128]
[3156, 942, 3370, 1126]
[3263, 940, 3477, 1124]
[3370, 940, 3584, 1121]
[588, 1178, 802, 1364]
[695, 1178, 909, 1364]
[802, 1180, 1016, 1368]
[909, 1182, 1123, 1368]
[1016, 1182, 1230, 1370]
[1123, 1184, 1337, 1371]
[1230, 1185, 1444, 1373]
[1337, 1185, 1551, 1375]
[1444, 1189, 1658, 1377]
[1551, 1189, 1765, 1378]
[1658, 1191, 1872, 1380]
[1765, 1192, 1979, 1380]
[1872, 1192, 2086, 1382]
[1979, 1194, 2193, 1384]
[2086, 1194, 2300, 1385]
[2193, 1196, 2407, 1385]
[2300, 1198, 2514, 1387]
[2407, 1198, 2621, 1387]
[2514, 1198, 2728, 1387]
[2621, 1198, 2835, 1387]
[2728, 1196, 2942, 1385]
[2835, 1196, 3049, 1385]
[2942, 1192, 3156, 1384]
[3049, 1189, 3263, 1380]
[3156, 1182, 3370, 1377]
[3263, 1178, 3477, 1371]
[3370, 1178, 3584, 1361]
