['x', 'y', 'a', 'b']
[784, 154, 1066, 341]
[925, 154, 1207, 341]
[1066, 152, 1348, 341]
[1207, 152, 1489, 341]
[1348, 152, 1630, 341]
[1489, 150, 1771, 341]
[1630, 148, 1912, 339]
[1771, 147, 2053, 339]
[1912, 145, 2194, 337]
[2053, 143, 2335, 335]
[2194, 141, 2476, 333]
[2335, 141, 2617, 332]
[2476, 141, 2758, 332]
[2617, 143, 2899, 335]
[2758, 147, 3040, 341]
[2899, 150, 3181, 350]
[3040, 158, 3322, 369]
[3181, 169, 3463, 380]
[3322, 190, 3604, 380]
[784, 408, 1066, 595]
[925, 408, 1207, 595]
[1066, 408, 1348, 595]
[1207, 408, 1489, 595]
[1348, 408, 1630, 595]
[1489, 406, 1771, 593]
[1630, 404, 1912, 593]
[1771, 402, 2053, 593]
[1912, 400, 2194, 591]
[2053, 400, 2335, 589]
[2194, 397, 2476, 589]
[2335, 397, 2617, 587]
[2476, 397, 2758, 587]
[2617, 398, 2899, 591]
[2758, 400, 3040, 595]
[2899, 402, 3181, 602]
[3040, 410, 3322, 613]
[3181, 417, 3463, 619]
[3322, 430, 3604, 619]
[784, 660, 1066, 846]
[925, 660, 1207, 846]
[1066, 660, 1348, 846]
[1207, 660, 1489, 846]
[1348, 658, 1630, 846]
[1489, 658, 1771, 846]
[1630, 658, 1912, 846]
[1771, 658, 2053, 846]
[1912, 656, 2194, 844]
[2053, 656, 2335, 844]
[2194, 656, 2476, 844]
[2335, 656, 2617, 844]
[2476, 656, 2758, 846]
[2617, 656, 2899, 846]
[2758, 656, 3040, 850]
[2899, 660, 3181, 852]
[3040, 661, 3322, 858]
[3181, 667, 3463, 860]
[3322, 677, 3604, 860]
[784, 910, 1066, 1093]
[925, 910, 1207, 1094]
[1066, 910, 1348, 1094]
[1207, 911, 1489, 1096]
[1348, 911, 1630, 1098]
[1489, 911, 1771, 1098]
[1630, 911, 1912, 1098]
[1771, 911, 2053, 1098]
[1912, 913, 2194, 1100]
[2053, 913, 2335, 1100]
[2194, 913, 2476, 1102]
[2335, 913, 2617, 1102]
[2476, 913, 2758, 1102]
[2617, 915, 2899, 1102]
[2758, 915, 3040, 1104]
[2899, 917, 3181, 1104]
[3040, 917, 3322, 1102]
[3181, 919, 3463, 1102]
[3322, 921, 3604, 1100]
[784, 1156, 1066, 1342]
[925, 1156, 1207, 1344]
[1066, 1158, 1348, 1346]
[1207, 1159, 1489, 1348]
[1348, 1159, 1630, 1350]
[1489, 1163, 1771, 1352]
[1630, 1163, 1912, 1354]
[1771, 1165, 2053, 1356]
[1912, 1165, 2194, 1357]
[2053, 1169, 2335, 1359]
[2194, 1169, 2476, 1359]
[2335, 1171, 2617, 1361]
[2476, 1171, 2758, 1361]
[2617, 1171, 2899, 1361]
[2758, 1169, 3040, 1361]
[2899, 1167, 3181, 1359]
[3040, 1163, 3322, 1356]
[3181, 1161, 3463, 1352]
[3322, 1161, 3604, 1342]
[784, 1407, 1066, 1596]
[925, 1407, 1207, 1600]
[1066, 1409, 1348, 1602]
[1207, 1411, 1489, 1604]
[1348, 1413, 1630, 1604]
[1489, 1415, 1771, 1607]
[1630, 1419, 1912, 1609]
[1771, 1421, 2053, 1613]
[1912, 1423, 2194, 1615]
[2053, 1424, 2335, 1617]
[2194, 1426, 2476, 1619]
[2335, 1428, 2617, 1619]
[2476, 1430, 2758, 1619]
[2617, 1426, 2899, 1619]
[2758, 1424, 3040, 1617]
[2899, 1417, 3181, 1615]
[3040, 1404, 3322, 1609]
[3181, 1400, 3463, 1602]
[3322, 1400, 3604, 1585]
[784, 1665, 1066, 1825]
[925, 1667, 1207, 1859]
[1066, 1669, 1348, 1861]
[1207, 1671, 1489, 1863]
[1348, 1672, 1630, 1865]
[1489, 1676, 1771, 1869]
[1630, 1676, 1912, 1870]
[1771, 1680, 2053, 1872]
[1912, 1682, 2194, 1874]
[2053, 1684, 2335, 1876]
[2194, 1686, 2476, 1878]
[2335, 1687, 2617, 1878]
[2476, 1686, 2758, 1878]
[2617, 1684, 2899, 1878]
[2758, 1676, 3040, 1874]
[2899, 1667, 3181, 1870]
[3040, 1648, 3322, 1861]
[3181, 1639, 3463, 1850]
[3322, 1639, 3604, 1827]
