['x', 'y', 'a', 'b']
[781, 156, 1062, 343]
[921, 156, 1202, 343]
[1061, 154, 1342, 341]
[1201, 154, 1482, 341]
[1341, 154, 1622, 343]
[1481, 153, 1762, 343]
[1621, 151, 1902, 341]
[1761, 149, 2042, 341]
[1901, 147, 2182, 340]
[2041, 145, 2322, 338]
[2181, 145, 2462, 334]
[2321, 143, 2602, 334]
[2461, 143, 2742, 332]
[2601, 145, 2882, 338]
[2741, 147, 3022, 343]
[2881, 153, 3162, 353]
[3021, 158, 3302, 368]
[3161, 169, 3442, 383]
[3301, 188, 3582, 383]
[781, 410, 1062, 597]
[921, 410, 1202, 597]
[1061, 410, 1342, 597]
[1201, 410, 1482, 597]
[1341, 408, 1622, 597]
[1481, 408, 1762, 597]
[1621, 407, 1902, 595]
[1761, 405, 2042, 594]
[1901, 403, 2182, 594]
[2041, 401, 2322, 592]
[2181, 401, 2462, 590]
[2321, 399, 2602, 590]
[2461, 399, 2742, 590]
[2601, 399, 2882, 592]
[2741, 401, 3022, 597]
[2881, 405, 3162, 603]
[3021, 412, 3302, 612]
[3161, 418, 3442, 622]
[3301, 431, 3582, 622]
[781, 663, 1062, 850]
[921, 663, 1202, 850]
[1061, 663, 1342, 850]
[1201, 663, 1482, 848]
[1341, 663, 1622, 848]
[1481, 661, 1762, 848]
[1621, 661, 1902, 848]
[1761, 659, 2042, 848]
[1901, 659, 2182, 848]
[2041, 659, 2322, 848]
[2181, 657, 2462, 848]
[2321, 657, 2602, 848]
[2461, 659, 2742, 848]
[2601, 659, 2882, 850]
[2741, 661, 3022, 851]
[2881, 661, 3162, 855]
[3021, 664, 3302, 861]
[3161, 670, 3442, 863]
[3301, 678, 3582, 863]
[781, 913, 1062, 1096]
[921, 913, 1202, 1098]
[1061, 913, 1342, 1098]
[1201, 913, 1482, 1100]
[1341, 915, 1622, 1100]
[1481, 915, 1762, 1100]
[1621, 915, 1902, 1102]
[1761, 917, 2042, 1102]
[1901, 915, 2182, 1104]
[2041, 915, 2322, 1104]
[2181, 917, 2462, 1104]
[2321, 917, 2602, 1105]
[2461, 917, 2742, 1105]
[2601, 917, 2882, 1107]
[2741, 918, 3022, 1107]
[2881, 918, 3162, 1107]
[3021, 920, 3302, 1107]
[3161, 922, 3442, 1105]
[3301, 922, 3582, 1104]
[781, 1157, 1062, 1346]
[921, 1159, 1202, 1346]
[1061, 1161, 1342, 1350]
[1201, 1163, 1482, 1350]
[1341, 1163, 1622, 1354]
[1481, 1165, 1762, 1356]
[1621, 1167, 1902, 1358]
[1761, 1169, 2042, 1358]
[1901, 1171, 2182, 1361]
[2041, 1171, 2322, 1361]
[2181, 1171, 2462, 1363]
[2321, 1173, 2602, 1363]
[2461, 1174, 2742, 1365]
[2601, 1174, 2882, 1365]
[2741, 1173, 3022, 1363]
[2881, 1171, 3162, 1361]
[3021, 1167, 3302, 1360]
[3161, 1165, 3442, 1356]
[3301, 1165, 3582, 1348]
[781, 1410, 1062, 1600]
[921, 1412, 1202, 1604]
[1061, 1413, 1342, 1604]
[1201, 1415, 1482, 1606]
[1341, 1417, 1622, 1610]
[1481, 1419, 1762, 1610]
[1621, 1421, 1902, 1612]
[1761, 1425, 2042, 1615]
[1901, 1427, 2182, 1617]
[2041, 1428, 2322, 1621]
[2181, 1430, 2462, 1623]
[2321, 1432, 2602, 1623]
[2461, 1434, 2742, 1623]
[2601, 1430, 2882, 1623]
[2741, 1427, 3022, 1621]
[2881, 1423, 3162, 1619]
[3021, 1412, 3302, 1614]
[3161, 1404, 3442, 1606]
[3301, 1404, 3582, 1593]
[781, 1669, 1062, 1828]
[921, 1671, 1202, 1864]
[1061, 1673, 1342, 1866]
[1201, 1675, 1482, 1868]
[1341, 1677, 1622, 1870]
[1481, 1679, 1762, 1871]
[1621, 1683, 1902, 1875]
[1761, 1683, 2042, 1877]
[1901, 1684, 2182, 1879]
[2041, 1686, 2322, 1881]
[2181, 1690, 2462, 1883]
[2321, 1692, 2602, 1883]
[2461, 1692, 2742, 1883]
[2601, 1688, 2882, 1881]
[2741, 1683, 3022, 1879]
[2881, 1671, 3162, 1875]
[3021, 1654, 3302, 1868]
[3161, 1643, 3442, 1856]
[3301, 1643, 3582, 1836]
