['x', 'y', 'a', 'b']
[530, 217, 842, 408]
[686, 217, 998, 401]
[842, 217, 1154, 406]
[998, 221, 1310, 411]
[1154, 226, 1466, 415]
[1310, 233, 1622, 415]
[1466, 236, 1778, 415]
[1622, 236, 1934, 415]
[1778, 236, 2090, 420]
[1934, 238, 2246, 427]
[2090, 245, 2402, 434]
[2246, 255, 2558, 442]
[2402, 262, 2714, 446]
[2558, 266, 2870, 446]
[2714, 266, 3026, 446]
[2870, 266, 3182, 446]
[3026, 266, 3338, 451]
[3182, 273, 3494, 458]
[3338, 281, 3650, 458]
[530, 459, 842, 648]
[686, 458, 998, 643]
[842, 463, 1154, 646]
[998, 466, 1310, 646]
[1154, 468, 1466, 648]
[1310, 470, 1622, 650]
[1466, 473, 1778, 655]
[1622, 475, 1934, 655]
[1778, 475, 2090, 657]
[1934, 475, 2246, 662]
[2090, 480, 2402, 664]
[2246, 485, 2558, 672]
[2402, 489, 2714, 674]
[2558, 494, 2870, 679]
[2714, 501, 3026, 681]
[2870, 504, 3182, 681]
[3026, 504, 3338, 681]
[3182, 504, 3494, 683]
[3338, 506, 3650, 686]
[530, 700, 842, 887]
[686, 700, 998, 885]
[842, 700, 1154, 887]
[998, 703, 1310, 890]
[1154, 705, 1466, 892]
[1310, 707, 1622, 895]
[1466, 710, 1778, 897]
[1622, 712, 1934, 897]
[1778, 715, 2090, 899]
[1934, 717, 2246, 902]
[2090, 719, 2402, 906]
[2246, 722, 2558, 909]
[2402, 726, 2714, 909]
[2558, 729, 2870, 909]
[2714, 734, 3026, 911]
[2870, 736, 3182, 911]
[3026, 738, 3338, 914]
[3182, 738, 3494, 914]
[3338, 738, 3650, 916]
[530, 945, 842, 1125]
[686, 945, 998, 1127]
[842, 947, 1154, 1127]
[998, 949, 1310, 1129]
[1154, 952, 1466, 1129]
[1310, 952, 1622, 1129]
[1466, 954, 1778, 1132]
[1622, 954, 1934, 1132]
[1778, 956, 2090, 1134]
[1934, 959, 2246, 1134]
[2090, 959, 2402, 1136]
[2246, 961, 2558, 1136]
[2402, 961, 2714, 1139]
[2558, 964, 2870, 1139]
[2714, 966, 3026, 1139]
[2870, 966, 3182, 1141]
[3026, 968, 3338, 1141]
[3182, 968, 3494, 1144]
[3338, 971, 3650, 1144]
[530, 1184, 842, 1366]
[686, 1187, 998, 1366]
[842, 1187, 1154, 1366]
[998, 1187, 1310, 1366]
[1154, 1189, 1466, 1366]
[1310, 1189, 1622, 1369]
[1466, 1189, 1778, 1369]
[1622, 1189, 1934, 1369]
[1778, 1191, 2090, 1369]
[1934, 1191, 2246, 1369]
[2090, 1191, 2402, 1369]
[2246, 1194, 2558, 1369]
[2402, 1194, 2714, 1369]
[2558, 1194, 2870, 1369]
[2714, 1194, 3026, 1371]
[2870, 1196, 3182, 1371]
[3026, 1196, 3338, 1371]
[3182, 1196, 3494, 1371]
[3338, 1196, 3650, 1371]
[530, 1424, 842, 1608]
[686, 1426, 998, 1611]
[842, 1428, 1154, 1611]
[998, 1428, 1310, 1611]
[1154, 1428, 1466, 1611]
[1310, 1428, 1622, 1611]
[1466, 1426, 1778, 1608]
[1622, 1426, 1934, 1608]
[1778, 1426, 2090, 1608]
[1934, 1426, 2246, 1608]
[2090, 1426, 2402, 1608]
[2246, 1426, 2558, 1608]
[2402, 1426, 2714, 1606]
[2558, 1428, 2870, 1606]
[2714, 1428, 3026, 1606]
[2870, 1428, 3182, 1606]
[3026, 1426, 3338, 1604]
[3182, 1426, 3494, 1604]
[3338, 1426, 3650, 1601]
[530, 1663, 842, 1850]
[686, 1670, 998, 1850]
[842, 1670, 1154, 1850]
[998, 1668, 1310, 1848]
[1154, 1668, 1466, 1845]
[1310, 1668, 1622, 1845]
[1466, 1666, 1778, 1843]
[1622, 1666, 1934, 1843]
[1778, 1663, 2090, 1841]
[1934, 1663, 2246, 1841]
[2090, 1663, 2402, 1838]
[2246, 1661, 2558, 1838]
[2402, 1661, 2714, 1836]
[2558, 1661, 2870, 1836]
[2714, 1661, 3026, 1836]
[2870, 1658, 3182, 1834]
[3026, 1656, 3338, 1834]
[3182, 1656, 3494, 1831]
[3338, 1656, 3650, 1831]
[530, 1934, 842, 2109]
[686, 1936, 998, 2121]
[842, 1934, 1154, 2118]
[998, 1931, 1310, 2116]
[1154, 1929, 1466, 2113]
[1310, 1926, 1622, 2109]
[1466, 1924, 1778, 2106]
[1622, 1924, 1934, 2104]
[1778, 1922, 2090, 2102]
[1934, 1919, 2246, 2102]
[2090, 1919, 2402, 2099]
[2246, 1917, 2558, 2097]
[2402, 1917, 2714, 2095]
[2558, 1915, 2870, 2095]
[2714, 1915, 3026, 2092]
[2870, 1915, 3182, 2092]
[3026, 1915, 3338, 2092]
[3182, 1915, 3494, 2092]
[3338, 1915, 3650, 2090]
[530, 2140, 842, 2336]
[686, 2152, 998, 2336]
[842, 2147, 1154, 2332]
[998, 2142, 1310, 2329]
[1154, 2137, 1466, 2325]
[1310, 2137, 1622, 2322]
[1466, 2137, 1778, 2322]
[1622, 2137, 1934, 2320]
[1778, 2135, 2090, 2320]
[1934, 2133, 2246, 2320]
[2090, 2133, 2402, 2317]
[2246, 2130, 2558, 2317]
[2402, 2128, 2714, 2315]
[2558, 2128, 2870, 2313]
[2714, 2126, 3026, 2310]
[2870, 2126, 3182, 2310]
[3026, 2123, 3338, 2308]
[3182, 2119, 3494, 2303]
[3338, 2116, 3650, 2298]
