['x', 'y', 'a', 'b']
[410, 192, 690, 380]
[550, 192, 830, 376]
[690, 192, 970, 378]
[830, 194, 1110, 383]
[970, 198, 1250, 385]
[1110, 203, 1390, 387]
[1250, 209, 1530, 389]
[1390, 212, 1670, 389]
[1530, 212, 1810, 389]
[1670, 212, 1950, 389]
[1810, 212, 2090, 396]
[1950, 216, 2230, 400]
[2090, 220, 2370, 405]
[2230, 227, 2510, 409]
[2370, 234, 2650, 413]
[2510, 238, 2790, 418]
[2650, 240, 2930, 418]
[2790, 240, 3070, 418]
[2930, 240, 3210, 418]
[3070, 240, 3350, 420]
[3210, 245, 3490, 427]
[3350, 251, 3630, 431]
[410, 431, 690, 618]
[550, 431, 830, 611]
[690, 434, 970, 613]
[830, 436, 1110, 616]
[970, 438, 1250, 616]
[1110, 440, 1390, 620]
[1250, 440, 1530, 622]
[1390, 442, 1670, 622]
[1530, 447, 1810, 624]
[1670, 447, 1950, 627]
[1810, 447, 2090, 629]
[1950, 449, 2230, 633]
[2090, 451, 2370, 635]
[2230, 455, 2510, 640]
[2370, 460, 2650, 642]
[2510, 464, 2790, 644]
[2650, 469, 2930, 648]
[2790, 471, 3070, 651]
[2930, 473, 3210, 651]
[3070, 473, 3350, 651]
[3210, 473, 3490, 653]
[3350, 475, 3630, 655]
[410, 671, 690, 853]
[550, 671, 830, 853]
[690, 671, 970, 855]
[830, 671, 1110, 857]
[970, 673, 1250, 857]
[1110, 675, 1390, 859]
[1250, 677, 1530, 862]
[1390, 680, 1670, 864]
[1530, 682, 1810, 864]
[1670, 684, 1950, 866]
[1810, 684, 2090, 866]
[1950, 688, 2230, 868]
[2090, 688, 2370, 870]
[2230, 693, 2510, 873]
[2370, 695, 2650, 873]
[2510, 697, 2790, 875]
[2650, 699, 2930, 875]
[2790, 702, 3070, 877]
[2930, 702, 3210, 877]
[3070, 704, 3350, 879]
[3210, 704, 3490, 879]
[3350, 706, 3630, 881]
[410, 910, 690, 1090]
[550, 910, 830, 1090]
[690, 910, 970, 1090]
[830, 912, 1110, 1092]
[970, 915, 1250, 1092]
[1110, 917, 1390, 1094]
[1250, 917, 1530, 1094]
[1390, 919, 1670, 1094]
[1530, 919, 1810, 1097]
[1670, 919, 1950, 1097]
[1810, 921, 2090, 1097]
[1950, 923, 2230, 1097]
[2090, 923, 2370, 1099]
[2230, 926, 2510, 1099]
[2370, 926, 2650, 1101]
[2510, 926, 2790, 1101]
[2650, 928, 2930, 1101]
[2790, 930, 3070, 1103]
[2930, 930, 3210, 1103]
[3070, 932, 3350, 1103]
[3210, 932, 3490, 1105]
[3350, 932, 3630, 1105]
[410, 1148, 690, 1327]
[550, 1148, 830, 1330]
[690, 1148, 970, 1330]
[830, 1150, 1110, 1330]
[970, 1150, 1250, 1330]
[1110, 1150, 1390, 1330]
[1250, 1150, 1530, 1330]
[1390, 1152, 1670, 1330]
[1530, 1152, 1810, 1330]
[1670, 1152, 1950, 1330]
[1810, 1152, 2090, 1330]
[1950, 1152, 2230, 1330]
[2090, 1154, 2370, 1330]
[2230, 1154, 2510, 1330]
[2370, 1152, 2650, 1330]
[2510, 1152, 2790, 1330]
[2650, 1154, 2930, 1332]
[2790, 1156, 3070, 1332]
[2930, 1156, 3210, 1332]
[3070, 1156, 3350, 1332]
[3210, 1156, 3490, 1332]
[3350, 1158, 3630, 1332]
[410, 1383, 690, 1567]
[550, 1385, 830, 1569]
[690, 1389, 970, 1569]
[830, 1389, 1110, 1569]
[970, 1389, 1250, 1569]
[1110, 1389, 1390, 1569]
[1250, 1389, 1530, 1567]
[1390, 1387, 1670, 1567]
[1530, 1387, 1810, 1567]
[1670, 1387, 1950, 1567]
[1810, 1387, 2090, 1565]
[1950, 1387, 2230, 1565]
[2090, 1387, 2370, 1565]
[2230, 1387, 2510, 1562]
[2370, 1387, 2650, 1562]
[2510, 1387, 2790, 1562]
[2650, 1387, 2930, 1562]
[2790, 1387, 3070, 1562]
[2930, 1385, 3210, 1562]
[3070, 1385, 3350, 1560]
[3210, 1385, 3490, 1560]
[3350, 1385, 3630, 1558]
[410, 1618, 690, 1802]
[550, 1624, 830, 1802]
[690, 1626, 970, 1800]
[830, 1624, 1110, 1797]
[970, 1624, 1250, 1797]
[1110, 1622, 1390, 1795]
[1250, 1622, 1530, 1795]
[1390, 1622, 1670, 1793]
[1530, 1620, 1810, 1793]
[1670, 1620, 1950, 1791]
[1810, 1620, 2090, 1791]
[1950, 1618, 2230, 1789]
[2090, 1618, 2370, 1789]
[2230, 1615, 2510, 1789]
[2370, 1615, 2650, 1789]
[2510, 1615, 2790, 1789]
[2650, 1615, 2930, 1786]
[2790, 1613, 3070, 1786]
[2930, 1613, 3210, 1786]
[3070, 1611, 3350, 1784]
[3210, 1611, 3490, 1784]
[3350, 1611, 3630, 1784]
