['x', 'y', 'a', 'b']
[284, 240, 507, 416]
[395, 240, 618, 413]
[506, 240, 729, 414]
[617, 241, 840, 414]
[728, 241, 951, 416]
[839, 243, 1062, 416]
[950, 243, 1173, 418]
[1061, 244, 1284, 418]
[1172, 245, 1395, 419]
[1283, 246, 1506, 421]
[1394, 248, 1617, 421]
[1505, 249, 1728, 422]
[1616, 249, 1839, 423]
[1727, 250, 1950, 424]
[1838, 251, 2061, 424]
[1949, 252, 2172, 425]
[2060, 254, 2283, 428]
[2171, 255, 2394, 429]
[2282, 256, 2505, 429]
[2393, 259, 2616, 430]
[2504, 260, 2727, 430]
[2615, 262, 2838, 430]
[2726, 265, 2949, 432]
[2837, 266, 3060, 433]
[2948, 267, 3171, 433]
[3059, 267, 3282, 434]
[3170, 267, 3393, 434]
[3281, 267, 3504, 435]
[284, 466, 507, 641]
[395, 466, 618, 641]
[506, 467, 729, 641]
[617, 467, 840, 642]
[728, 468, 951, 642]
[839, 469, 1062, 642]
[950, 471, 1173, 642]
[1061, 471, 1284, 644]
[1172, 471, 1395, 644]
[1283, 472, 1506, 644]
[1394, 472, 1617, 645]
[1505, 473, 1728, 645]
[1616, 474, 1839, 645]
[1727, 474, 1950, 645]
[1838, 474, 2061, 646]
[1949, 476, 2172, 646]
[2060, 477, 2283, 646]
[2171, 477, 2394, 646]
[2282, 477, 2505, 647]
[2393, 478, 2616, 647]
[2504, 478, 2727, 647]
[2615, 479, 2838, 649]
[2726, 480, 2949, 650]
[2837, 480, 3060, 650]
[2948, 480, 3171, 649]
[3059, 482, 3282, 650]
[3170, 482, 3393, 650]
[3281, 482, 3504, 650]
[284, 692, 507, 869]
[395, 694, 618, 869]
[506, 695, 729, 870]
[617, 695, 840, 870]
[728, 695, 951, 870]
[839, 695, 1062, 870]
[950, 695, 1173, 872]
[1061, 695, 1284, 872]
[1172, 695, 1395, 870]
[1283, 696, 1506, 870]
[1394, 696, 1617, 870]
[1505, 696, 1728, 870]
[1616, 696, 1839, 869]
[1727, 696, 1950, 869]
[1838, 696, 2061, 869]
[1949, 696, 2172, 869]
[2060, 696, 2283, 869]
[2171, 696, 2394, 869]
[2282, 696, 2505, 869]
[2393, 696, 2616, 868]
[2504, 697, 2727, 868]
[2615, 697, 2838, 868]
[2726, 699, 2949, 869]
[2837, 697, 3060, 869]
[2948, 697, 3171, 868]
[3059, 697, 3282, 868]
[3170, 699, 3393, 867]
[3281, 699, 3504, 867]
[284, 918, 507, 1095]
[395, 922, 618, 1095]
[506, 922, 729, 1095]
[617, 920, 840, 1095]
[728, 920, 951, 1093]
[839, 919, 1062, 1093]
[950, 919, 1173, 1092]
[1061, 919, 1284, 1091]
[1172, 919, 1395, 1090]
[1283, 918, 1506, 1088]
[1394, 918, 1617, 1087]
[1505, 918, 1728, 1087]
[1616, 918, 1839, 1086]
[1727, 918, 1950, 1086]
[1838, 918, 2061, 1086]
[1949, 918, 2172, 1085]
[2060, 917, 2283, 1085]
[2171, 917, 2394, 1085]
[2282, 917, 2505, 1083]
[2393, 917, 2616, 1083]
[2504, 917, 2727, 1083]
[2615, 917, 2838, 1083]
[2726, 917, 2949, 1082]
[2837, 915, 3060, 1082]
[2948, 915, 3171, 1082]
[3059, 914, 3282, 1083]
[3170, 914, 3393, 1083]
[3281, 914, 3504, 1083]
