['x', 'y', 'a', 'b']
[743, 177, 1110, 364]
[926, 175, 1293, 364]
[1109, 175, 1476, 362]
[1292, 175, 1659, 364]
[1475, 173, 1842, 364]
[1658, 172, 2025, 362]
[1841, 170, 2208, 362]
[2024, 168, 2391, 360]
[2207, 168, 2574, 359]
[2390, 168, 2757, 357]
[2573, 168, 2940, 355]
[2756, 168, 3123, 360]
[2939, 170, 3306, 369]
[3122, 177, 3489, 383]
[3305, 186, 3672, 397]
[743, 429, 1110, 616]
[926, 429, 1293, 616]
[1109, 429, 1476, 616]
[1292, 429, 1659, 616]
[1475, 428, 1842, 616]
[1658, 428, 2025, 616]
[1841, 426, 2208, 615]
[2024, 424, 2391, 613]
[2207, 424, 2574, 613]
[2390, 422, 2757, 613]
[2573, 422, 2940, 613]
[2756, 422, 3123, 616]
[2939, 424, 3306, 622]
[3122, 429, 3489, 630]
[3305, 436, 3672, 637]
[743, 682, 1110, 867]
[926, 682, 1293, 867]
[1109, 682, 1476, 869]
[1292, 682, 1659, 869]
[1475, 682, 1842, 869]
[1658, 682, 2025, 869]
[1841, 680, 2208, 869]
[2024, 680, 2391, 871]
[2207, 680, 2574, 871]
[2390, 680, 2757, 871]
[2573, 680, 2940, 871]
[2756, 680, 3123, 872]
[2939, 682, 3306, 874]
[3122, 685, 3489, 876]
[3305, 689, 3672, 879]
[743, 931, 1110, 1114]
[926, 931, 1293, 1116]
[1109, 933, 1476, 1120]
[1292, 933, 1659, 1120]
[1475, 934, 1842, 1121]
[1658, 934, 2025, 1123]
[1841, 936, 2208, 1123]
[2024, 936, 2391, 1127]
[2207, 938, 2574, 1127]
[2390, 938, 2757, 1128]
[2573, 940, 2940, 1128]
[2756, 940, 3123, 1128]
[2939, 941, 3306, 1128]
[3122, 940, 3489, 1127]
[3305, 940, 3672, 1125]
[743, 1176, 1110, 1365]
[926, 1178, 1293, 1369]
[1109, 1180, 1476, 1370]
[1292, 1182, 1659, 1374]
[1475, 1185, 1842, 1376]
[1658, 1187, 2025, 1379]
[1841, 1189, 2208, 1381]
[2024, 1190, 2391, 1383]
[2207, 1192, 2574, 1386]
[2390, 1196, 2757, 1386]
[2573, 1197, 2940, 1386]
[2756, 1196, 3123, 1386]
[2939, 1192, 3306, 1386]
[3122, 1185, 3489, 1383]
[3305, 1178, 3672, 1377]
[743, 1429, 1110, 1620]
[926, 1431, 1293, 1623]
[1109, 1432, 1476, 1625]
[1292, 1434, 1659, 1628]
[1475, 1438, 1842, 1632]
[1658, 1441, 2025, 1635]
[1841, 1445, 2208, 1639]
[2024, 1448, 2391, 1642]
[2207, 1452, 2574, 1644]
[2390, 1453, 2757, 1646]
[2573, 1455, 2940, 1646]
[2756, 1452, 3123, 1646]
[2939, 1445, 3306, 1644]
[3122, 1431, 3489, 1637]
[3305, 1418, 3672, 1628]
