['x', 'y', 'a', 'b']
[792, 155, 1080, 341]
[936, 153, 1224, 341]
[1080, 153, 1368, 341]
[1224, 151, 1512, 341]
[1368, 151, 1656, 341]
[1512, 151, 1800, 341]
[1656, 149, 1944, 339]
[1800, 147, 2088, 339]
[1944, 145, 2232, 337]
[2088, 143, 2376, 335]
[2232, 141, 2520, 333]
[2376, 141, 2664, 331]
[2520, 143, 2808, 333]
[2664, 143, 2952, 337]
[2808, 147, 3096, 344]
[2952, 153, 3240, 356]
[3096, 160, 3384, 379]
[3240, 176, 3528, 379]
[792, 407, 1080, 594]
[936, 407, 1224, 594]
[1080, 408, 1368, 594]
[1224, 407, 1512, 594]
[1368, 407, 1656, 594]
[1512, 405, 1800, 592]
[1656, 405, 1944, 592]
[1800, 403, 2088, 592]
[1944, 401, 2232, 591]
[2088, 399, 2376, 589]
[2232, 397, 2520, 589]
[2376, 397, 2664, 587]
[2520, 397, 2808, 589]
[2664, 397, 2952, 591]
[2808, 401, 3096, 596]
[2952, 405, 3240, 606]
[3096, 412, 3384, 619]
[3240, 422, 3528, 619]
[792, 660, 1080, 846]
[936, 660, 1224, 846]
[1080, 658, 1368, 846]
[1224, 658, 1512, 846]
[1368, 658, 1656, 846]
[1512, 658, 1800, 846]
[1656, 657, 1944, 846]
[1800, 657, 2088, 844]
[1944, 657, 2232, 844]
[2088, 657, 2376, 844]
[2232, 655, 2520, 844]
[2376, 655, 2664, 844]
[2520, 655, 2808, 846]
[2664, 657, 2952, 848]
[2808, 657, 3096, 850]
[2952, 660, 3240, 854]
[3096, 664, 3384, 860]
[3240, 670, 3528, 860]
[792, 908, 1080, 1092]
[936, 908, 1224, 1094]
[1080, 910, 1368, 1094]
[1224, 910, 1512, 1096]
[1368, 912, 1656, 1096]
[1512, 912, 1800, 1098]
[1656, 912, 1944, 1098]
[1800, 912, 2088, 1100]
[1944, 912, 2232, 1100]
[2088, 912, 2376, 1100]
[2232, 914, 2520, 1102]
[2376, 914, 2664, 1102]
[2520, 914, 2808, 1102]
[2664, 914, 2952, 1104]
[2808, 916, 3096, 1104]
[2952, 916, 3240, 1104]
[3096, 918, 3384, 1102]
[3240, 920, 3528, 1102]
[792, 1155, 1080, 1342]
[936, 1156, 1224, 1344]
[1080, 1158, 1368, 1346]
[1224, 1160, 1512, 1348]
[1368, 1160, 1656, 1350]
[1512, 1162, 1800, 1352]
[1656, 1164, 1944, 1354]
[1800, 1166, 2088, 1356]
[1944, 1166, 2232, 1358]
[2088, 1168, 2376, 1360]
[2232, 1168, 2520, 1360]
[2376, 1170, 2664, 1362]
[2520, 1172, 2808, 1362]
[2664, 1172, 2952, 1362]
[2808, 1168, 3096, 1360]
[2952, 1166, 3240, 1358]
[3096, 1160, 3384, 1356]
[3240, 1160, 3528, 1348]
[792, 1406, 1080, 1597]
[936, 1408, 1224, 1600]
[1080, 1408, 1368, 1602]
[1224, 1410, 1512, 1604]
[1368, 1414, 1656, 1604]
[1512, 1416, 1800, 1608]
[1656, 1418, 1944, 1610]
[1800, 1420, 2088, 1614]
[1944, 1424, 2232, 1615]
[2088, 1424, 2376, 1617]
[2232, 1428, 2520, 1619]
[2376, 1428, 2664, 1619]
[2520, 1430, 2808, 1619]
[2664, 1426, 2952, 1619]
[2808, 1422, 3096, 1617]
[2952, 1414, 3240, 1614]
[3096, 1401, 3384, 1606]
[3240, 1401, 3528, 1596]
[792, 1664, 1080, 1824]
[936, 1666, 1224, 1860]
[1080, 1668, 1368, 1862]
[1224, 1672, 1512, 1864]
[1368, 1674, 1656, 1865]
[1512, 1676, 1800, 1867]
[1656, 1678, 1944, 1871]
[1800, 1680, 2088, 1873]
[1944, 1681, 2232, 1875]
[2088, 1683, 2376, 1877]
[2232, 1685, 2520, 1877]
[2376, 1687, 2664, 1879]
[2520, 1685, 2808, 1879]
[2664, 1681, 2952, 1877]
[2808, 1674, 3096, 1873]
[2952, 1660, 3240, 1867]
[3096, 1639, 3384, 1860]
[3240, 1639, 3528, 1844]
