['x', 'y', 'a', 'b']
[285, 233, 425.5, 383]
[425.5, 233, 566, 383]
[425, 233, 565.5, 383]
[565.5, 233, 706, 383]
[565, 233, 705.5, 383]
[705.5, 233, 846, 383]
[705, 234, 845.5, 383]
[845.5, 234, 986, 383]
[845, 234, 985.5, 384]
[985.5, 234, 1126, 384]
[985, 234, 1125.5, 384]
[1125.5, 234, 1266, 384]
[1125, 234, 1265.5, 384]
[1265.5, 234, 1406, 384]
[1265, 235, 1405.5, 385]
[1405.5, 235, 1546, 385]
[1405, 235, 1545.5, 385]
[1545.5, 235, 1686, 385]
[1545, 235, 1685.5, 385]
[1685.5, 235, 1826, 385]
[1685, 235, 1825.5, 385]
[1825.5, 235, 1966, 385]
[1825, 236, 1965.5, 386]
[1965.5, 236, 2106, 386]
[1965, 236, 2105.5, 386]
[2105.5, 236, 2246, 386]
[2105, 236, 2245.5, 387]
[2245.5, 236, 2386, 387]
[2245, 237, 2385.5, 387]
[2385.5, 237, 2526, 387]
[2385, 237, 2525.5, 387]
[2525.5, 237, 2666, 387]
[2525, 238, 2665.5, 388]
[2665.5, 238, 2806, 388]
[2665, 238, 2805.5, 389]
[2805.5, 238, 2946, 389]
[2805, 239, 2945.5, 389]
[2945.5, 239, 3086, 389]
[2945, 239, 3085.5, 390]
[3085.5, 239, 3226, 390]
[3085, 241, 3225.5, 392]
[3225.5, 241, 3366, 392]
[3225, 242, 3365.5, 392]
[3365.5, 242, 3506, 392]
[285, 466, 425.5, 618]
[425.5, 466, 566, 618]
[425, 467, 565.5, 618]
[565.5, 467, 706, 618]
[565, 467, 705.5, 619]
[705.5, 467, 846, 619]
[705, 467, 845.5, 619]
[845.5, 467, 986, 619]
[845, 468, 985.5, 619]
[985.5, 468, 1126, 619]
[985, 468, 1125.5, 620]
[1125.5, 468, 1266, 620]
[1125, 468, 1265.5, 620]
[1265.5, 468, 1406, 620]
[1265, 468, 1405.5, 620]
[1405.5, 468, 1546, 620]
[1405, 469, 1545.5, 621]
[1545.5, 469, 1686, 621]
[1545, 469, 1685.5, 621]
[1685.5, 469, 1826, 621]
[1685, 470, 1825.5, 622]
[1825.5, 470, 1966, 622]
[1825, 470, 1965.5, 622]
[1965.5, 470, 2106, 622]
[1965, 470, 2105.5, 622]
[2105.5, 470, 2246, 622]
[2105, 471, 2245.5, 622]
[2245.5, 471, 2386, 622]
[2245, 471, 2385.5, 623]
[2385.5, 471, 2526, 623]
[2385, 472, 2525.5, 623]
[2525.5, 472, 2666, 623]
[2525, 472, 2665.5, 624]
[2665.5, 472, 2806, 624]
[2665, 472, 2805.5, 624]
[2805.5, 472, 2946, 624]
[2805, 473, 2945.5, 625]
[2945.5, 473, 3086, 625]
[2945, 473, 3085.5, 626]
[3085.5, 473, 3226, 626]
[3085, 474, 3225.5, 627]
[3225.5, 474, 3366, 627]
[3225, 475, 3365.5, 627]
[3365.5, 475, 3506, 627]
[285, 702, 425.5, 854]
[425.5, 702, 566, 854]
[425, 703, 565.5, 854]
[565.5, 703, 706, 854]
[565, 703, 705.5, 855]
[705.5, 703, 846, 855]
[705, 703, 845.5, 855]
[845.5, 703, 986, 855]
[845, 704, 985.5, 856]
[985.5, 704, 1126, 856]
[985, 704, 1125.5, 857]
[1125.5, 704, 1266, 857]
[1125, 704, 1265.5, 857]
[1265.5, 704, 1406, 857]
[1265, 705, 1405.5, 857]
[1405.5, 705, 1546, 857]
[1405, 705, 1545.5, 857]
[1545.5, 705, 1686, 857]
[1545, 705, 1685.5, 857]
[1685.5, 705, 1826, 857]
[1685, 706, 1825.5, 858]
[1825.5, 706, 1966, 858]
[1825, 706, 1965.5, 860]
[1965.5, 706, 2106, 860]
[1965, 707, 2105.5, 860]
[2105.5, 707, 2246, 860]
[2105, 708, 2245.5, 860]
[2245.5, 708, 2386, 860]
[2245, 708, 2385.5, 860]
[2385.5, 708, 2526, 860]
[2385, 708, 2525.5, 861]
[2525.5, 708, 2666, 861]
[2525, 708, 2665.5, 861]
[2665.5, 708, 2806, 861]
[2665, 709, 2805.5, 861]
[2805.5, 709, 2946, 861]
[2805, 709, 2945.5, 861]
[2945.5, 709, 3086, 861]
[2945, 709, 3085.5, 862]
[3085.5, 709, 3226, 862]
[3085, 710, 3225.5, 863]
[3225.5, 710, 3366, 863]
[3225, 711, 3365.5, 863]
[3365.5, 711, 3506, 863]
[285, 937, 425.5, 1088]
[425.5, 937, 566, 1088]
[425, 938, 565.5, 1088]
[565.5, 938, 706, 1088]
[565, 938, 705.5, 1089]
[705.5, 938, 846, 1089]
[705, 939, 845.5, 1089]
[845.5, 939, 986, 1089]
[845, 940, 985.5, 1090]
[985.5, 940, 1126, 1090]
[985, 941, 1125.5, 1090]
[1125.5, 941, 1266, 1090]
[1125, 941, 1265.5, 1091]
[1265.5, 941, 1406, 1091]
[1265, 941, 1405.5, 1091]
[1405.5, 941, 1546, 1091]
[1405, 942, 1545.5, 1091]
[1545.5, 942, 1686, 1091]
[1545, 942, 1685.5, 1091]
[1685.5, 942, 1826, 1091]
[1685, 942, 1825.5, 1092]
[1825.5, 942, 1966, 1092]
[1825, 942, 1965.5, 1092]
[1965.5, 942, 2106, 1092]
[1965, 943, 2105.5, 1093]
[2105.5, 943, 2246, 1093]
[2105, 943, 2245.5, 1094]
[2245.5, 943, 2386, 1094]
[2245, 944, 2385.5, 1094]
[2385.5, 944, 2526, 1094]
[2385, 944, 2525.5, 1095]
[2525.5, 944, 2666, 1095]
[2525, 945, 2665.5, 1095]
[2665.5, 945, 2806, 1095]
[2665, 945, 2805.5, 1095]
[2805.5, 945, 2946, 1095]
[2805, 946, 2945.5, 1096]
[2945.5, 946, 3086, 1096]
[2945, 946, 3085.5, 1097]
[3085.5, 946, 3226, 1097]
[3085, 946, 3225.5, 1097]
[3225.5, 946, 3366, 1097]
[3225, 947, 3365.5, 1097]
[3365.5, 947, 3506, 1097]
[285, 1171, 425.5, 1322]
[425.5, 1171, 566, 1322]
[425, 1171, 565.5, 1322]
[565.5, 1171, 706, 1322]
[565, 1172, 705.5, 1323]
[705.5, 1172, 846, 1323]
[705, 1172, 845.5, 1323]
[845.5, 1172, 986, 1323]
[845, 1173, 985.5, 1324]
[985.5, 1173, 1126, 1324]
[985, 1173, 1125.5, 1324]
[1125.5, 1173, 1266, 1324]
[1125, 1173, 1265.5, 1325]
[1265.5, 1173, 1406, 1325]
[1265, 1173, 1405.5, 1325]
[1405.5, 1173, 1546, 1325]
[1405, 1174, 1545.5, 1326]
[1545.5, 1174, 1686, 1326]
[1545, 1175, 1685.5, 1326]
[1685.5, 1175, 1826, 1326]
[1685, 1175, 1825.5, 1326]
[1825.5, 1175, 1966, 1326]
[1825, 1176, 1965.5, 1327]
[1965.5, 1176, 2106, 1327]
[1965, 1176, 2105.5, 1327]
[2105.5, 1176, 2246, 1327]
[2105, 1176, 2245.5, 1328]
[2245.5, 1176, 2386, 1328]
[2245, 1177, 2385.5, 1328]
[2385.5, 1177, 2526, 1328]
[2385, 1177, 2525.5, 1329]
[2525.5, 1177, 2666, 1329]
[2525, 1178, 2665.5, 1330]
[2665.5, 1178, 2806, 1330]
[2665, 1178, 2805.5, 1330]
[2805.5, 1178, 2946, 1330]
[2805, 1179, 2945.5, 1331]
[2945.5, 1179, 3086, 1331]
[2945, 1179, 3085.5, 1331]
[3085.5, 1179, 3226, 1331]
[3085, 1180, 3225.5, 1332]
[3225.5, 1180, 3366, 1332]
[3225, 1181, 3365.5, 1332]
[3365.5, 1181, 3506, 1332]
[285, 1405, 425.5, 1556]
[425.5, 1405, 566, 1556]
[425, 1406, 565.5, 1557]
[565.5, 1406, 706, 1557]
[565, 1406, 705.5, 1558]
[705.5, 1406, 846, 1558]
[705, 1407, 845.5, 1558]
[845.5, 1407, 986, 1558]
[845, 1407, 985.5, 1559]
[985.5, 1407, 1126, 1559]
[985, 1408, 1125.5, 1559]
[1125.5, 1408, 1266, 1559]
[1125, 1408, 1265.5, 1560]
[1265.5, 1408, 1406, 1560]
[1265, 1409, 1405.5, 1560]
[1405.5, 1409, 1546, 1560]
[1405, 1409, 1545.5, 1561]
[1545.5, 1409, 1686, 1561]
[1545, 1409, 1685.5, 1561]
[1685.5, 1409, 1826, 1561]
[1685, 1410, 1825.5, 1561]
[1825.5, 1410, 1966, 1561]
[1825, 1410, 1965.5, 1562]
[1965.5, 1410, 2106, 1562]
[1965, 1410, 2105.5, 1562]
[2105.5, 1410, 2246, 1562]
[2105, 1411, 2245.5, 1563]
[2245.5, 1411, 2386, 1563]
[2245, 1412, 2385.5, 1563]
[2385.5, 1412, 2526, 1563]
[2385, 1412, 2525.5, 1564]
[2525.5, 1412, 2666, 1564]
[2525, 1412, 2665.5, 1565]
[2665.5, 1412, 2806, 1565]
[2665, 1413, 2805.5, 1565]
[2805.5, 1413, 2946, 1565]
[2805, 1414, 2945.5, 1565]
[2945.5, 1414, 3086, 1565]
[2945, 1414, 3085.5, 1566]
[3085.5, 1414, 3226, 1566]
[3085, 1415, 3225.5, 1567]
[3225.5, 1415, 3366, 1567]
[3225, 1416, 3365.5, 1567]
[3365.5, 1416, 3506, 1567]
[285, 1640, 425.5, 1791]
[425.5, 1640, 566, 1791]
[425, 1640, 565.5, 1791]
[565.5, 1640, 706, 1791]
[565, 1641, 705.5, 1792]
[705.5, 1641, 846, 1792]
[705, 1641, 845.5, 1792]
[845.5, 1641, 986, 1792]
[845, 1642, 985.5, 1793]
[985.5, 1642, 1126, 1793]
[985, 1642, 1125.5, 1793]
[1125.5, 1642, 1266, 1793]
[1125, 1643, 1265.5, 1794]
[1265.5, 1643, 1406, 1794]
[1265, 1643, 1405.5, 1794]
[1405.5, 1643, 1546, 1794]
[1405, 1644, 1545.5, 1795]
[1545.5, 1644, 1686, 1795]
[1545, 1644, 1685.5, 1795]
[1685.5, 1644, 1826, 1795]
[1685, 1645, 1825.5, 1795]
[1825.5, 1645, 1966, 1795]
[1825, 1645, 1965.5, 1796]
[1965.5, 1645, 2106, 1796]
[1965, 1646, 2105.5, 1796]
[2105.5, 1646, 2246, 1796]
[2105, 1646, 2245.5, 1797]
[2245.5, 1646, 2386, 1797]
[2245, 1646, 2385.5, 1798]
[2385.5, 1646, 2526, 1798]
[2385, 1647, 2525.5, 1798]
[2525.5, 1647, 2666, 1798]
[2525, 1648, 2665.5, 1799]
[2665.5, 1648, 2806, 1799]
[2665, 1648, 2805.5, 1799]
[2805.5, 1648, 2946, 1799]
[2805, 1649, 2945.5, 1800]
[2945.5, 1649, 3086, 1800]
[2945, 1649, 3085.5, 1801]
[3085.5, 1649, 3226, 1801]
[3085, 1650, 3225.5, 1801]
[3225.5, 1650, 3366, 1801]
[3225, 1650, 3365.5, 1801]
[3365.5, 1650, 3506, 1801]
